epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,681.93,0.79315,1.47738,0.83232,1.26752,0.99111,0.95455,0.9902,0.78992,0.99111,0.95455,0.9902,0.72825,0.77669,1.45673,0.84924,1.51416,0.0014456,0.0014456,0.0014456
16,727.249,0.78061,1.50889,0.84605,1.25107,0.99598,0.95455,0.98759,0.77357,0.99598,0.95455,0.98759,0.71904,0.73881,1.36013,0.5901,1.49288,0.001406,0.001406,0.001406
17,772.532,0.74207,1.42873,0.77149,1.24234,0.99794,0.95455,0.98643,0.79709,0.99794,0.95455,0.98643,0.65237,0.71237,1.84911,0.66992,1.42683,0.0013664,0.0013664,0.0013664
18,817.818,0.76382,1.42858,0.81692,1.23417,0.95304,1,0.99109,0.8593,0.95304,1,0.99109,0.77955,0.62514,1.10513,0.64684,1.31819,0.0013268,0.0013268,0.0013268
19,863.275,0.772,1.46865,0.81044,1.25661,0.95179,1,0.98717,0.71687,0.95179,1,0.98717,0.75885,0.86565,1.07378,0.71211,1.57061,0.0012872,0.0012872,0.0012872
20,908.599,0.73088,1.37813,0.76008,1.21983,0.99632,0.95455,0.99326,0.81647,0.99632,0.95455,0.99326,0.73245,0.72662,1.1782,0.58338,1.41248,0.0012476,0.0012476,0.0012476
21,953.798,0.71591,1.37828,0.73902,1.22732,1,0.95429,0.98643,0.85594,1,0.95429,0.98643,0.77819,0.60613,1.09088,0.51176,1.23888,0.001208,0.001208,0.001208
22,999.084,0.70673,1.37322,0.70685,1.19409,0.94627,0.95455,0.96671,0.80456,0.94627,0.95455,0.96671,0.74998,0.65101,1.20407,0.7421,1.28484,0.0011684,0.0011684,0.0011684
23,1044.28,0.73629,1.36694,0.73005,1.24536,0.99555,0.95455,0.98167,0.84944,0.99555,0.95455,0.98167,0.71342,0.62387,1.36903,0.58593,1.28617,0.0011288,0.0011288,0.0011288
24,1089.51,0.70385,1.33127,0.71313,1.18973,1,0.9454,0.98643,0.82835,1,0.9454,0.98643,0.78066,0.61412,1.11904,0.523,1.32932,0.0010892,0.0010892,0.0010892
25,1134.75,0.71257,1.35616,0.73753,1.21275,0.99329,0.95455,0.9902,0.82002,0.99329,0.95455,0.9902,0.79004,0.68545,1.11754,0.61095,1.43997,0.0010496,0.0010496,0.0010496
26,1180.09,0.6794,1.34763,0.69061,1.18076,1,0.95149,0.99326,0.83927,1,0.95149,0.99326,0.79608,0.65721,1.01175,0.5066,1.35574,0.00101,0.00101,0.00101
27,1225.58,0.70173,1.31175,0.67674,1.18001,0.99762,1,0.995,0.82396,0.99762,1,0.995,0.79264,0.66835,1.07914,0.47106,1.35217,0.0009704,0.0009704,0.0009704
28,1270.8,0.6428,1.2261,0.64596,1.13576,0.99019,0.95455,0.99326,0.81109,0.99019,0.95455,0.99326,0.77553,0.64015,1.14284,0.5581,1.3048,0.0009308,0.0009308,0.0009308
29,1316.09,0.66961,1.2422,0.64794,1.18926,0.99436,1,0.995,0.82793,0.99436,1,0.995,0.78856,0.64717,1.05903,0.55053,1.3218,0.0008912,0.0008912,0.0008912
30,1361.25,0.63197,1.24587,0.6491,1.16349,0.99574,1,0.995,0.83628,0.99574,1,0.995,0.79453,0.60928,1.02246,0.50799,1.2495,0.0008516,0.0008516,0.0008516
31,1406.34,0.62574,1.24682,0.60487,1.16282,0.84442,0.98722,0.96434,0.81099,0.84442,0.98722,0.96434,0.7669,0.66785,1.02236,0.64022,1.30177,0.000812,0.000812,0.000812
32,1451.63,0.62807,1.2052,0.61819,1.14776,0.99641,0.95455,0.9902,0.85957,0.99641,0.95455,0.9902,0.79867,0.60946,1.10095,0.47901,1.25841,0.0007724,0.0007724,0.0007724
33,1496.9,0.64435,1.21663,0.56244,1.16639,1,0.99372,0.995,0.89173,1,0.99372,0.995,0.82176,0.51586,0.9888,0.45458,1.15138,0.0007328,0.0007328,0.0007328
34,1542.03,0.61832,1.19056,0.57022,1.16546,0.99782,1,0.995,0.88019,0.99782,1,0.995,0.81001,0.53748,0.97176,0.40428,1.1993,0.0006932,0.0006932,0.0006932
35,1587.24,0.61439,1.1547,0.58701,1.1283,0.99768,1,0.995,0.8611,0.99768,1,0.995,0.7717,0.55022,1.12938,0.40589,1.22396,0.0006536,0.0006536,0.0006536
36,1632.45,0.60661,1.14504,0.57485,1.12465,0.99594,1,0.995,0.89236,0.99594,1,0.995,0.81836,0.47783,1.10893,0.4059,1.11858,0.000614,0.000614,0.000614
37,1677.59,0.59149,1.13702,0.55962,1.13737,0.99814,1,0.995,0.87443,0.99814,1,0.995,0.81029,0.50152,1.09832,0.37994,1.16467,0.0005744,0.0005744,0.0005744
38,1722.73,0.57103,1.05897,0.52625,1.11614,0.99317,0.95455,0.99326,0.89881,0.99317,0.95455,0.99326,0.81074,0.46867,1.0315,0.39266,1.12501,0.0005348,0.0005348,0.0005348
39,1768.02,0.54542,1.08005,0.50579,1.09093,0.99807,1,0.995,0.87974,0.99807,1,0.995,0.79038,0.52759,1.06152,0.3402,1.17906,0.0004952,0.0004952,0.0004952
40,1813.22,0.58684,1.15136,0.56033,1.1191,0.99791,1,0.995,0.88047,0.99791,1,0.995,0.79708,0.53461,1.04941,0.37274,1.18698,0.0004556,0.0004556,0.0004556
41,1858.18,0.34984,0.88542,0.45712,1.05031,0.99331,1,0.995,0.90125,0.99331,1,0.995,0.81452,0.48101,0.99595,0.33657,1.13376,0.000416,0.000416,0.000416
42,1902.85,0.334,0.77609,0.39225,1.04024,1,0.99975,0.995,0.8951,1,0.99975,0.995,0.80695,0.49944,1.06224,0.41884,1.15474,0.0003764,0.0003764,0.0003764
43,1947.42,0.31162,0.75977,0.36456,0.99425,0.99123,1,0.995,0.91305,0.99123,1,0.995,0.83353,0.46372,1.03556,0.39026,1.13007,0.0003368,0.0003368,0.0003368
44,1991.98,0.31047,0.76318,0.34605,1.00284,0.98872,1,0.995,0.8841,0.98872,1,0.995,0.81613,0.53189,0.97238,0.42958,1.19008,0.0002972,0.0002972,0.0002972
45,2036.55,0.30229,0.74849,0.32663,1.01243,0.9876,1,0.995,0.89802,0.9876,1,0.995,0.82693,0.50062,0.95413,0.38619,1.15696,0.0002576,0.0002576,0.0002576
46,2081.08,0.2882,0.73937,0.31221,0.99156,0.99357,1,0.995,0.89037,0.99357,1,0.995,0.80433,0.52459,1.02856,0.36946,1.21949,0.000218,0.000218,0.000218
47,2125.57,0.28602,0.70064,0.31173,0.99181,0.99139,1,0.995,0.9151,0.99139,1,0.995,0.8277,0.47946,0.96346,0.35417,1.15588,0.0001784,0.0001784,0.0001784
48,2170.26,0.2843,0.69264,0.30636,0.97184,0.99287,1,0.995,0.91418,0.99287,1,0.995,0.81925,0.45107,0.96164,0.33181,1.12899,0.0001388,0.0001388,0.0001388
49,2214.79,0.26337,0.68856,0.29523,0.96297,0.99518,1,0.995,0.90108,0.99518,1,0.995,0.81757,0.47457,0.9727,0.34516,1.14583,9.92e-05,9.92e-05,9.92e-05
50,2259.28,0.2645,0.67398,0.28596,0.96214,0.99358,1,0.995,0.90887,0.99358,1,0.995,0.82531,0.46148,0.95844,0.34301,1.13145,5.96e-05,5.96e-05,5.96e-05
